SiteCode,Site.Name,Site.Latitude,Site.Longitude,Country,surveys,Start,Latest,Times,X10,Latitude,Longitude
PPB54,Unknown Wreck Reef,-38.15652,144.720433,Australia,1,2011,2011,1,NA,-38.16,144.72
PPB55,Blairgowrie Breakwater,-38.35495,144.77223,Australia,4,2011,2016,3,NA,-38.35,144.77
PPB58,Jawbone,-37.86583,144.8763,Australia,4,2018,2018,1,NA,-37.87,144.88
PPB60,Ricketts Point Tea House,-37.99739,145.0295,Australia,4,2018,2018,1,NA,-38,145.03
PPB61,Halfmoon Bay,-37.97186,145.0088,Australia,4,2018,2018,1,NA,-37.97,145.01
PPB62,Long Reef Outer,-38.02816,144.59,Australia,2,2013,2018,2,NA,-38.03,144.59
PPB63,Schnapper Pt.,-38.21439,145.03191,Australia,1,2013,2013,1,NA,-38.21,145.03
PPB65,Quarantine,-38.31382,144.70234,Australia,2,2017,2017,1,NA,-38.31,144.7
PPB7,Portarlington Pier,-38.11053,144.65227,Australia,8,2009,2013,3,NA,-38.11,144.65
PPH-S1,Point Franklin,-38.317301,144.717252,Australia,30,2009,2019,10,NA,-38.32,144.72
PPH-S12,Annulus (Popes Eye),-38.27670215,144.6976173,Australia,36,2008,2019,11,NA,-38.28,144.7
PPH-S13,Lonsdale Point,-38.29667,144.613,Australia,4,2019,2019,1,NA,-38.3,144.61
PPH-S15,Lonsdale Pt SW,-38.29406,144.5983,Australia,4,2019,2019,1,NA,-38.29,144.6
PPH-S16,Kelp Bed Drift,-38.28302,144.6343,Australia,4,2012,2019,6,NA,-38.28,144.63
PPH-S17,Kelp Beds,-38.28473282,144.6365326,Australia,18,2008,2019,8,NA,-38.28,144.64
PPH-S18,Lonsdale Surf Club,-38.29462,144.6103,Australia,4,2019,2019,1,NA,-38.29,144.61
PPH-S2,Pt Nepean offshore,-38.3020805,144.6586914,Australia,19,2010,2019,7,NA,-38.3,144.66
PPH-S4,Sth Channel Fort,-38.30692,144.801,Australia,2,2008,2019,11,NA,-38.31,144.8
PPH-S5,Shortland Bluff,-38.27528186,144.6554948,Australia,22,2010,2019,8,NA,-38.28,144.66
PS1,NE North Rock,-32.59917,152.324,Australia,1,2009,2018,7,NA,-32.6,152.32
PS10,Fingal Bay Point - West,-32.74782,152.17318,Australia,4,2008,2019,4,NA,-32.75,152.17
PS11,Fingal Sponges Fingal Island,-32.74119,152.20733,Australia,2,2010,2010,1,NA,-32.74,152.21
PS12,Zenith Beach,-32.71864,152.18811,Australia,2,2009,2010,2,NA,-32.72,152.19
PS13,Pipeline,-32.71802,152.1413,Australia,12,2009,2019,11,NA,-32.72,152.14
PS15,Kingsley Point,-32.79135,152.10784,Australia,2,2010,2012,2,NA,-32.79,152.11
PS16,Seahorse gardens,-32.71515,152.15036,Australia,25,2009,2018,8,NA,-32.72,152.15
PS17,Fly Point Nelson Bay,-32.714463,152.15183,Australia,66,2008,2019,12,NA,-32.71,152.15
PS18,Tomaree Head Tubes,-32.71161,152.1848,Australia,1,2010,2016,6,NA,-32.71,152.18
PS2,Nth Shark Gutters,-32.6183,152.3343,Australia,1,2009,2018,7,NA,-32.62,152.33
PS20,Halifax Park,-32.70976,152.1592,Australia,19,2008,2019,12,NA,-32.71,152.16
PS22,Boondelbah Island North,-32.70475,152.22883,Australia,6,2009,2012,3,NA,-32.7,152.23
PS24,Cabbage Tree Island North East,-32.68705,152.2283,Australia,1,2010,2015,5,NA,-32.69,152.23
PS25,Jimmys Beach Barnes Rocks,-32.6827,152.15836,Australia,6,2009,2010,2,NA,-32.68,152.16
PS26,Fishermans bay west,-32.7901,152.09246,Australia,7,2009,2013,5,NA,-32.79,152.09
PS28,Blanch Reserve,-32.78852,152.08338,Australia,5,2010,2014,5,NA,-32.79,152.08
PS3,Cabbage Tree Island West,-32.68884,152.22218,Australia,30,2009,2019,11,NA,-32.69,152.22
PS30,Boondlebah Island Gutter,-32.70883,152.2279,Australia,2,2010,2018,8,NA,-32.71,152.23
PS32,Fingal Is- North East,-32.74146,152.20201,Australia,2,2011,2011,1,NA,-32.74,152.2
PS34,Cabbage Tree N2,-32.68479,152.2254,Australia,1,2011,2017,3,NA,-32.68,152.23
PS4,Governers Wharf (Fingal Island),-32.74057,152.1949,Australia,9,2009,2019,11,NA,-32.74,152.19
PS40,Dutchies,-32.718401,152.133828,Australia,3,2012,2013,2,NA,-32.72,152.13
PS41,Boondlebah Island West,-32.708,152.225,Australia,7,2012,2017,5,NA,-32.71,152.22
PS43,Boulder Bay,-32.76,152.172,Australia,3,2012,2017,3,NA,-32.76,152.17
PS44,Fingal Island Sanctuary,-32.75,152.194,Australia,4,2012,2017,3,NA,-32.75,152.19
PS50,Coal Shaft Bay,-32.620241,152.31198,Australia,2,2013,2013,1,NA,-32.62,152.31
PS51,Providence Beach,-32.61277,152.31383,Australia,2,2013,2013,1,NA,-32.61,152.31
PS52,Esmeralda Cove,-32.62094,152.31691,Australia,1,2013,2013,1,NA,-32.62,152.32
PS53,Looking Glass,-32.629,152.3155,Australia,5,2014,2017,2,NA,-32.63,152.32
PS54,Cod Rock,-32.6288,152.3111,Australia,2,2014,2014,1,NA,-32.63,152.31
PS8,Fingal Island South,-32.74928,152.18487,Australia,2,2009,2011,2,NA,-32.75,152.18
PVA1,Ria de Pasaia,43.333815,-1.92983,Spain,2,2015,2015,1,NA,43.33,-1.93
PVA10,Donostia South,43.31473,-2.051182,Spain,2,2015,2015,1,NA,43.31,-2.05
PVA11,Isla de Donostia,43.321786,-1.997401,Spain,2,2015,2015,1,NA,43.32,-2
PVA12,Mutriku puerto,43.30916,-2.380371,Spain,2,2015,2015,1,NA,43.31,-2.38
PVA13,Lekeitio north,43.340274,-2.462298,Spain,2,2015,2015,1,NA,43.34,-2.46
PVA14,Bermeo - Lekeitio,43.389122,-2.589445,Spain,2,2015,2015,1,NA,43.39,-2.59
PVA15,Lekeitio,43.376199,-2.508348,Spain,2,2015,2015,1,NA,43.38,-2.51
PVA16,Arribolas,43.424368,-2.720358,Spain,2,2015,2015,1,NA,43.42,-2.72
PVA17,Hondartzape,43.413146,-2.700789,Spain,2,2015,2015,1,NA,43.41,-2.7
PVA18,Plentzia,43.423383,-2.954906,Spain,2,2015,2015,1,NA,43.42,-2.95
PVA2,La Cala de los Frailes,43.39167,-1.78994,Spain,2,2015,2015,1,NA,43.39,-1.79
PVA3,Los escalones del molino,43.386943,-1.817124,Spain,2,2015,2015,1,NA,43.39,-1.82
PVA5,Irun - Pasaia,43.363332,-1.875914,Spain,2,2015,2015,1,NA,43.36,-1.88
PVA6,Pasaia south,43.337051,-1.956772,Spain,2,2015,2015,1,NA,43.34,-1.96
PVA7,Isla Raton Este,43.308872,-2.198801,Spain,2,2015,2015,1,NA,43.31,-2.2
PVA9,Donostia - Zarauz,43.305975,-2.093324,Spain,2,2015,2015,1,NA,43.31,-2.09
QAT10,Fasht Al-Udayd,24.77907,51.76769,Qatar,1,2017,2017,1,NA,24.78,51.77
QAT11,Fasht East Halul,25.71472,52.64228,Qatar,1,2018,2018,1,NA,25.71,52.64
QAT12,Bul Hanine-2,25.54666,52.66863,Qatar,1,2018,2018,1,NA,25.55,52.67
QAT9,Al-Ashat,24.74531,51.60062,Qatar,1,2017,2017,1,NA,24.75,51.6
QLD1,G Spot,-27.93638,153.4276,Australia,1,2010,2010,1,NA,-27.94,153.43
QLD10,Observatory East,-23.17116,150.92335,Australia,3,2010,2010,1,NA,-23.17,150.92
QLD100,Murray Channel,-9.95826,144.15061,Australia,4,2015,2016,2,NA,-9.96,144.15
QLD102,Mer Slope,-9.96049,144.15589,Australia,2,2015,2015,1,NA,-9.96,144.16
QLD103,Waier Island,-9.9513,144.03178,Australia,4,2015,2016,2,NA,-9.95,144.03
QLD104,Dowar Island SW,-9.94215,144.02049,Australia,2,2015,2015,1,NA,-9.94,144.02
QLD105,The Maze Channel,-10.06687,143.86969,Australia,4,2015,2016,2,NA,-10.07,143.87
QLD106,The Maze Anchorage,-10.0696,143.87544,Australia,4,2015,2016,2,NA,-10.07,143.88
QLD108,Maze Lagoon Bommy,-10.05737,143.83832,Australia,2,2015,2015,1,NA,-10.06,143.84
QLD110,Round Maze,-10.0599,143.883,Australia,4,2015,2016,2,NA,-10.06,143.88
QLD111,Dugong Island Anchorage,-10.51905,143.09294,Australia,2,2015,2015,1,NA,-10.52,143.09
QLD113,Butterfly Bay,-20.07311,148.92969,Australia,2,2016,2018,2,NA,-20.07,148.93
QLD114,Green Island Reef 3,-16.46149,145.58414,Australia,3,2016,2016,1,NA,-16.46,145.58
QLD115,Green Island Reef 2,-16.46372,145.58621,Australia,2,2016,2016,1,NA,-16.46,145.59
QLD116,Moore Reef 2,-16.86967,146.23933,Australia,2,2016,2016,1,NA,-16.87,146.24
QLD117,Moore Reef 3,-16.8535,146.24258,Australia,2,2016,2016,1,NA,-16.85,146.24
QLD118,High Island West 1,-17.16005,146.00575,Australia,2,2016,2016,1,NA,-17.16,146.01
QLD12,Creek Rocks,-23.16641,150.95166,Australia,3,2010,2010,1,NA,-23.17,150.95
QLD122,Peart reef 3,-17.47175,146.40778,Australia,2,2016,2016,1,NA,-17.47,146.41
QLD124,Rib Reef 3,-18.47873,146.88358,Australia,2,2016,2016,1,NA,-18.48,146.88
QLD125,Rib Reef 1,-18.47182,146.87865,Australia,2,2016,2016,1,NA,-18.47,146.88
QLD126,Roxburgh Reef 1,-18.42833,147.05953,Australia,2,2016,2016,1,NA,-18.43,147.06
QLD127,Roxburg Reef 3,-18.43517,147.06155,Australia,2,2016,2016,1,NA,-18.44,147.06
QLD128,Havannah Island 2,-18.84637,146.54068,Australia,2,2016,2016,1,NA,-18.85,146.54
QLD130,John Brewer Reef 3,-18.6292,147.08325,Australia,2,2016,2016,1,NA,-18.63,147.08
QLD131,John Brewer Reef 2,-18.62263,147.08408,Australia,2,2016,2016,1,NA,-18.62,147.08
QLD132,Fore and Aft Reef 3,-18.47673,147.06026,Australia,2,2016,2016,1,NA,-18.48,147.06
QLD133,Fore and Aft Reef 2,-18.47453,147.05788,Australia,2,2016,2016,1,NA,-18.47,147.06
QLD134,Little Kelso Reef 2,-18.46053,147.0013,Australia,2,2016,2016,1,NA,-18.46,147
QLD136,Grub Reef 3,-18.61763,147.44025,Australia,2,2016,2016,1,NA,-18.62,147.44
QLD137,Davies Reef 2,-18.81132,147.67052,Australia,2,2016,2016,1,NA,-18.81,147.67
QLD138,Davies Reef 3,-18.81732,147.66621,Australia,4,2016,2016,1,NA,-18.82,147.67
QLD139,AIMS-20104S1,-20.02943,149.6951,Australia,2,2016,2016,1,NA,-20.03,149.7
QLD14,Little Peninsula,-23.15684,150.95608,Australia,3,2010,2010,1,NA,-23.16,150.96
QLD140,AIMS-19138S3,-19.8088,149.4213,Australia,1,2016,2016,1,NA,-19.81,149.42
QLD141,AIMS-19131S1,-19.76625,149.38034,Australia,2,2016,2016,1,NA,-19.77,149.38
QLD142,Michaelmas Cay North Anchorage,-16.55388,146.04401,Australia,2,2016,2016,1,NA,-16.55,146.04
QLD15,Clam Bay,-23.18711,150.98134,Australia,4,2010,2017,2,NA,-23.19,150.98
QLD16,Cataren Bay,-20.15526,149.03571,Australia,1,2010,2010,1,NA,-20.16,149.04
QLD17,Langford island,-20.07899,148.87646,Australia,2,2010,2018,2,NA,-20.08,148.88
QLD18,Alcyonaria Point,-20.06494,148.92328,Australia,4,2010,2016,2,NA,-20.06,148.92
QLD19,East Hayman Island,-20.05117,148.89869,Australia,2,2010,2010,1,NA,-20.05,148.9
QLD2,Jew Shoal Pinnacle,-26.36056,153.11399,Australia,2,2010,2010,1,NA,-26.36,153.11
QLD21,Horseshoe Bay,-19.9783,148.26147,Australia,3,2010,2010,1,NA,-19.98,148.26
QLD22,Brook Is NE,-18.13575,146.2799,Australia,6,2010,2010,1,NA,-18.14,146.28
QLD23,Hudson Is,-18.04677,146.20102,Australia,2,2010,2010,1,NA,-18.05,146.2
QLD24,Smith Is SW,-18.03954,146.20022,Australia,2,2010,2010,1,NA,-18.04,146.2
QLD25,Coombe Is East,-18.0385,146.1817,Australia,2,2010,2010,1,NA,-18.04,146.18
QLD28,Dunk Is NE,-17.93784,146.16255,Australia,2,2010,2010,1,NA,-17.94,146.16
QLD29,Mooring Bommie,-17.77205,146.44973,Australia,4,2010,2010,1,NA,-17.77,146.45
QLD3,Little Halls Reef,-26.35399,153.08292,Australia,1,2010,2010,1,NA,-26.35,153.08
QLD30,Russell Island,-17.2294,146.09131,Australia,2,2010,2010,1,NA,-17.23,146.09
QLD31,Russell Island Outside,-17.22682,146.09528,Australia,2,2010,2010,1,NA,-17.23,146.1
QLD32,Round Island,-17.21662,146.08918,Australia,2,2010,2010,1,NA,-17.22,146.09
QLD33,Normandy Island,-17.20315,146.07662,Australia,2,2010,2010,1,NA,-17.2,146.08
QLD34,Lamatha Reef,-16.47914,139.2713,Australia,2,2010,2010,1,NA,-16.48,139.27
QLD35,Stonehaven Nth,-20.08833,148.9063,Australia,2,2010,2018,3,NA,-20.09,148.91
QLD36,Bowengun,-16.42055,139.4664,Australia,2,2010,2010,1,NA,-16.42,139.47
QLD37,Mandalbi-Bellaleea,-16.41361,139.63389,Australia,2,2010,2010,1,NA,-16.41,139.63
QLD38,Mandalbi-outer,-16.39255,139.62931,Australia,2,2010,2010,1,NA,-16.39,139.63
QLD39,Thabugan Reef South,-16.38094,139.59973,Australia,2,2010,2010,1,NA,-16.38,139.6
QLD4,Barolin Rocks,-24.88209,152.48897,Australia,2,2010,2010,1,NA,-24.88,152.49
QLD41,Steves Bommie,-16.28718,139.42439,Australia,4,2010,2015,2,NA,-16.29,139.42
QLD42,Manowar Island,-16.23366,139.25151,Australia,4,2010,2015,2,NA,-16.23,139.25
QLD44,Bird Islets,-14.68942,145.46617,Australia,6,2010,2018,3,NA,-14.69,145.47
QLD45,Palfrey Island,-14.68924,145.44413,Australia,2,2010,2010,1,NA,-14.69,145.44
QLD49,Loomis Reef,-14.68279,145.46565,Australia,4,2010,2017,2,NA,-14.68,145.47
QLD5,Hoffmans Rocks,-24.839696,152.47916,Australia,2,2010,2010,1,NA,-24.84,152.48
QLD50,Osprey Island,-14.66541,145.44227,Australia,4,2010,2017,2,NA,-14.67,145.44
QLD51,Watsons Bay north,-14.65706,145.45076,Australia,6,2010,2018,4,NA,-14.66,145.45
QLD53,Turtle Beach,-14.65277,145.4505,Australia,4,2010,2010,1,NA,-14.65,145.45
QLD56,Mermaid Cove dropoff,-14.64588,145.45546,Australia,2,2010,2010,1,NA,-14.65,145.46
QLD58,Davies Reef,-18.832001,147.633025,Australia,2,2012,2012,1,NA,-18.83,147.63
QLD59,Lynch's Reef,-18.73144,147.72472,Australia,2,2012,2012,1,NA,-18.73,147.72
QLD60,Chicken Reef,-18.66084,147.70284,Australia,4,2012,2016,2,NA,-18.66,147.7
QLD61,Chicken Reef East,-18.661726,147.723103,Australia,4,2012,2016,2,NA,-18.66,147.72
QLD62,Chicken Reef NW,-18.65153,147.70988,Australia,4,2012,2016,2,NA,-18.65,147.71
QLD63,Bowl Reef S,-18.53599,147.53253,Australia,2,2012,2012,1,NA,-18.54,147.53
QLD64,Inner Dip,-18.40566,147.44558,Australia,2,2012,2012,1,NA,-18.41,147.45
QLD65,Dip Reef NE,-18.40403,147.44847,Australia,2,2012,2012,1,NA,-18.4,147.45
QLD66,Myrmidon Reef,-18.26883,147.37874,Australia,2,2012,2012,1,NA,-18.27,147.38
QLD68,Myrmidon Wall,-18.26259,147.37756,Australia,2,2012,2012,1,NA,-18.26,147.38
QLD69,Grub Reef SW,-18.65069,147.40128,Australia,2,2012,2012,1,NA,-18.65,147.4
QLD7,Monkey Point,-23.1957,150.937484,Australia,4,2010,2017,2,NA,-23.2,150.94
QLD71,Wolf Rock,-25.900164,153.183555,Australia,2,2013,2013,1,NA,-25.9,153.18
QLD72,Swains SE,-22.38397,152.5349,Australia,4,2013,2017,2,NA,-22.38,152.53
QLD73,Swains SE,-22.37484,152.5451,Australia,2,2013,2013,1,NA,-22.37,152.55
QLD74,Yongala wreck,-19.304417,147.625444,Australia,2,2013,2013,1,NA,-19.3,147.63
QLD8,Shelving South,-23.18833,150.93451,Australia,3,2010,2010,1,NA,-23.19,150.93
QLD81,Chinamans Reef,-15.88759,139.03468,Australia,2,2015,2015,1,NA,-15.89,139.03
QLD82,Foggy Bottom,-16.06543,138.9105,Australia,1,2015,2015,1,NA,-16.07,138.91
QLD83,Glasseye Reef,-16.24374,139.60221,Australia,2,2015,2015,1,NA,-16.24,139.6
QLD84,Carpentaria Reef SW,-15.52331,140.1165,Australia,2,2015,2015,1,NA,-15.52,140.12
QLD85,Carpentaria Reef,-15.45387,140.18198,Australia,2,2015,2015,1,NA,-15.45,140.18
QLD86,Booby Island SW,-10.6058,141.90612,Australia,2,2015,2015,1,NA,-10.61,141.91
QLD87,Booby Island NW,-10.602651,141.90855,Australia,2,2015,2015,1,NA,-10.6,141.91
QLD88,Proudfoot Shoal,-10.52637,141.47088,Australia,2,2015,2015,1,NA,-10.53,141.47
QLD89,Merkara Shoal N,-10.49928,141.22807,Australia,2,2015,2015,1,NA,-10.5,141.23
QLD91,Carpentaria Shoal,-10.74245,141.0585,Australia,2,2015,2015,1,NA,-10.74,141.06
QLD92,Nagir Islet W,-10.24809,142.47267,Australia,2,2015,2015,1,NA,-10.25,142.47
QLD93,Nagir Islet NW,-10.24569,142.47559,Australia,2,2015,2015,1,NA,-10.25,142.48
QLD94,Mourilyan Reef,-9.7946,142.62988000000001,Australia,2,2015,2015,1,NA,-9.79,142.63
QLD95,Bourke Islet W,-9.88024,143.4815,Australia,2,2015,2015,1,NA,-9.88,143.48
QLD96,Bourke Islet NW,-9.87725,142.48535,Australia,1,2015,2015,1,NA,-9.88,142.49
QLD97,Hannah Banks SW,-9.8559,143.59106,Australia,2,2015,2015,1,NA,-9.86,143.59
QLD98,Hannah Bank E,-9.85555,143.59785,Australia,2,2015,2015,1,NA,-9.86,143.6
QLD99,Mer Outer Reef,-9.97146,144.1537,Australia,2,2015,2015,1,NA,-9.97,144.15
RAJA1,Kaburan,-0.56005,130.66519,Indonesia,5,2014,2018,2,NA,-0.56,130.67
RAJA10,Kri jetty west,-0.55515,130.67675,Indonesia,1,2014,2014,1,NA,-0.56,130.68
RAJA11,Blue Water Mangroves,-0.48774,130.66423,Indonesia,3,2014,2014,1,NA,-0.49,130.66
RAJA12,Meyers Mimpi,-0.50721,130.6656,Indonesia,3,2014,2014,1,NA,-0.51,130.67
RAJA13,Mikes Point,-0.51544,130.67327,Indonesia,2,2014,2014,1,NA,-0.52,130.67
RAJA14,Batu Lima,-0.44995,130.69781,Indonesia,2,2014,2014,1,NA,-0.45,130.7
RAJA15,Sorido Wall,-0.55402,130.68881,Indonesia,2,2014,2014,1,NA,-0.55,130.69
RAJA16,Sardines,-0.53489,130.71652,Indonesia,1,2014,2014,1,NA,-0.53,130.72
RAJA17,Blue Magic,-0.50709,130.73747,Indonesia,3,2014,2018,2,NA,-0.51,130.74
RAJA18,Sauandarek,-0.5903,130.60341,Indonesia,2,2014,2014,1,NA,-0.59,130.6
RAJA19,Anitas Garden,-0.54459,130.25262,Indonesia,5,2014,2018,2,NA,-0.54,130.25
RAJA2,Yenbuba Jetty,-0.57029,130.65885,Indonesia,4,2014,2018,2,NA,-0.57,130.66
RAJA20,Fam Slope,-0.59112,130.29654,Indonesia,5,2014,2018,2,NA,-0.59,130.3
RAJA21,Melissas Garden,-0.58955,130.31434,Indonesia,5,2014,2018,2,NA,-0.59,130.31
RAJA22,Sorido Jetty SE,-0.55603,130.68628,Indonesia,1,2014,2014,1,NA,-0.56,130.69
RAJA23,Nixons West,-0.58046,130.64277,Indonesia,2,2014,2014,1,NA,-0.58,130.64
RAJA25,NW Mansiwor Mangroves,-0.59765,130.56162,Indonesia,2,2014,2014,1,NA,-0.6,130.56
RAJA26,Greens Reef,-0.59181,130.57585,Indonesia,2,2014,2014,1,NA,-0.59,130.58
RAJA27,Ricks Reef,-0.41728,130.5677,Indonesia,2,2014,2014,1,NA,-0.42,130.57
RAJA28,Yenbeser Jetty,-0.46386,130.68643,Indonesia,2,2014,2014,1,NA,-0.46,130.69
RAJA29,Wai Reef NE,-0.69542,130.71923,Indonesia,2,2014,2014,1,NA,-0.7,130.72
RAJA3,Ransiwor Islet,-0.56898,130.66519,Indonesia,3,2014,2014,1,NA,-0.57,130.67
RAJA30,P-47 Wreck,-0.70385,130.70863,Indonesia,2,2014,2014,1,NA,-0.7,130.71
RAJA31,Dugong Hole,-0.58148,130.55201,Indonesia,4,2014,2018,2,NA,-0.58,130.55
RAJA32,Biodiversity House Reef,-0.45155,130.69332,Indonesia,5,2014,2018,2,NA,-0.45,130.69
RAJA33,Mioskon NE,-0.49793,130.72743,Indonesia,3,2014,2018,2,NA,-0.5,130.73
RAJA34,Pulau Matan,-0.95579,131.14981,Indonesia,2,2018,2018,1,NA,-0.96,131.15
raja35,Wayag Lagoon,0.17251,130.03017,Indonesia,2,2018,2018,1,NA,0.17,130.03
RAJA36,Wayag Figure of Eight,0.17229,130.00685,Indonesia,2,2018,2018,1,NA,0.17,130.01
RAJA38,Citrus Ridge,-0.5093,130.45433,Indonesia,2,2018,2018,1,NA,-0.51,130.45
RAJA39,Mangrove Ridge,-0.51312,130.45984,Indonesia,2,2018,2018,1,NA,-0.51,130.46
RAJA40,Bumphead Reef,-0.52209,130.45988,Indonesia,2,2018,2018,1,NA,-0.52,130.46
RAJA41,Arborek Jetty,-0.5635,130.51994,Indonesia,2,2018,2018,1,NA,-0.56,130.52
RAJA42,Crocodile Rock,-2.00037,130.64153,Indonesia,2,2018,2018,1,NA,-2,130.64
RAJA44,Farundi Point,-2.00821,130.62825,Indonesia,2,2018,2018,1,NA,-2.01,130.63
RAJA45,Masenta,-1.97103,130.46458,Indonesia,2,2018,2018,1,NA,-1.97,130.46
RAJA46,Fangi Reef,-1.96843,130.49767,Indonesia,2,2018,2018,1,NA,-1.97,130.5
RAJA47,Whale Rock,-2.21892,130.56073,Indonesia,2,2018,2018,1,NA,-2.22,130.56
RAJA48,Tank Rock,-2.21882,130.56795,Indonesia,2,2018,2018,1,NA,-2.22,130.57
RAJA49,Night Dive Point,-2.21914,130.54764,Indonesia,2,2018,2018,1,NA,-2.22,130.55
RAJA5,Manta Cay,-0.5608,130.54279,Indonesia,3,2014,2018,2,NA,-0.56,130.54
RAJA50,Boo South Misool,-2.22591,130.6011,Indonesia,2,2018,2018,1,NA,-2.23,130.6
RAJA51,Boo Window,-2.22082,130.6115,Indonesia,2,2018,2018,1,NA,-2.22,130.61
RAJA52,Yiliet,-2.19118,130.60385,Indonesia,2,2018,2018,1,NA,-2.19,130.6
RAJA53,Love Potion,-2.02469,130.69229,Indonesia,2,2018,2018,1,NA,-2.02,130.69
RAJA54,Balbulol,-2.02615,130.683,Indonesia,2,2018,2018,1,NA,-2.03,130.68
RAJA8,Otdima Reef,-0.54055,130.631,Indonesia,1,2014,2014,1,NA,-0.54,130.63
RAJA9,New Reef,-0.54304,130.69269,Indonesia,2,2014,2014,1,NA,-0.54,130.69
RC1,Sisters Beach West,-40.90137,145.54677,Australia,5,2016,2019,3,NA,-40.9,145.55
RC2,Anniversay Rocks,-40.89663,145.5407,Australia,7,2016,2019,4,NA,-40.9,145.54
RC3,Rocky Cape,-40.858501,145.516357,Australia,2,2016,2019,2,NA,-40.86,145.52
RC4,Rocky Cape Cave,-40.85966,145.51074,Australia,3,2016,2016,1,NA,-40.86,145.51
RC5,Anniversary Point,-40.88964,145.5373,Australia,2,2016,2019,4,NA,-40.89,145.54
RC6,Sisters Island West,-40.90888,145.5757,Australia,8,2016,2019,4,NA,-40.91,145.58
RC7,Rocky Cape West,-40.85254,145.4987,Australia,1,2016,2019,3,NA,-40.85,145.5
RED1,Habili Ali,23.41758,35.98514,Egypt,1,2011,2011,1,NA,23.42,35.99
RED10,Abu Galawa,24.25309,35.5399,Egypt,1,2011,2011,1,NA,24.25,35.54
RED11,El Sheliniat Reef,24.67004,35.13316,Egypt,1,2011,2011,1,NA,24.67,35.13
RED12,Gotta Sharm,24.78735,35.18158,Egypt,1,2011,2011,1,NA,24.79,35.18
RED13,Gotta Marsa Alam,25.0712,34.93801,Egypt,1,2011,2011,1,NA,25.07,34.94
RED14,InterUniversity Institute for Marine Science,29.5012,34.917,Israel,2,2014,2014,1,NA,29.5,34.92
RED16,Cazar reef,29.44861,34.96944,Israel,1,2014,2014,1,NA,29.45,34.97
RED17,Cedar Pride wreck reef,29.43003,34.973759,Israel,1,2014,2014,1,NA,29.43,34.97
RED2,Dangerous Reef,23.33986,35.85479,Egypt,1,2011,2011,1,NA,23.34,35.85
RED3,Small Habili,23.427283,35.876583,Egypt,1,2011,2011,1,NA,23.43,35.88
RED4,Small Gotta,23.42852,35.90383,Egypt,1,2011,2011,1,NA,23.43,35.9
RED5,Om Oroug,23.4303,35.86446,Egypt,1,2011,2011,1,NA,23.43,35.86
RED6,Big Gotta,23.41057,35.93071,Egypt,1,2011,2011,1,NA,23.41,35.93
RED7,St Johns Caves,23.63558,35.82552,Egypt,1,2011,2011,1,NA,23.64,35.83
RED8,Sataya,24.15678,35.71164,Egypt,1,2011,2011,1,NA,24.16,35.71
RED9,Claudia,24.21989,35.61184,Egypt,1,2011,2011,1,NA,24.22,35.61
RI1,Green Island Reserve 1,-32.01725,115.5001,Australia,7,2008,2019,11,NA,-32.02,115.5
RI10,Kingston Reef,-31.98618,115.557,Australia,27,2010,2019,10,NA,-31.99,115.56
RI11,Mini Swirl  Stragglers,-32.05237,115.62358,Australia,1,2009,2009,1,NA,-32.05,115.62
RI12,West End  Rottnest,-32.03073,115.4411,Australia,16,2009,2018,5,NA,-32.03,115.44
RI13,Collindar,-32.03047,115.52309,Australia,1,2008,2008,1,NA,-32.03,115.52
RI14,Parker Point,-32.02967,115.53069,Australia,18,2008,2017,5,NA,-32.03,115.53
RI16,Jackson Rocks,-32.02567,115.584,Australia,2,2008,2019,9,NA,-32.03,115.58
RI17,Salmon Bay,-32.02329,115.51787,Australia,10,2008,2017,3,NA,-32.02,115.52
RI18,Dyer Island,-32.02078,115.5477,Australia,18,2008,2019,8,NA,-32.02,115.55
RI19,Parakeet,-31.9891,115.5159,Australia,17,2009,2019,8,NA,-31.99,115.52
RI2,The Count,-32.01552,115.55708,Australia,29,2008,2019,12,NA,-32.02,115.56
RI20,Swirl Reef  Rottnest,-31.99976,115.46846,Australia,7,2009,2015,3,NA,-32,115.47
RI21,Duck Rock South,-31.9885,115.5411,Australia,5,2010,2019,8,NA,-31.99,115.54
RI22,Parakete Bay North,-31.98754,115.5144,Australia,2,2010,2018,2,NA,-31.99,115.51
RI23,Roe Reef,-31.97427,115.53757,Australia,33,2008,2019,12,NA,-31.97,115.54
RI24,Flat top,-32.00435,115.4518,Australia,1,2012,2012,1,NA,-32,115.45
RI25,The Basin,-31.98741,115.53397,Australia,3,2017,2019,2,NA,-31.99,115.53
RI26,Wadjemup Reef,-31.98975,115.5763,Australia,2,2019,2019,1,NA,-31.99,115.58
RI3,Eagle Bay,-32.01805,115.4523,Australia,23,2009,2017,5,NA,-32.02,115.45
RI7,Green Island Wall,-32.02472,115.50535,Australia,16,2008,2015,6,NA,-32.02,115.51
RI9,Armstrong Bay,-31.9902,115.5047,Australia,33,2010,2019,9,NA,-31.99,115.5
RSA1,Windmill,-34.201356,18.45738,South Africa,3,2012,2012,1,NA,-34.2,18.46
RSA10,Beacon Island,-34.05914,23.38333,South Africa,2,2012,2012,1,NA,-34.06,23.38
RSA11,Storm River Mouth Outer,-34.02306,23.900795,South Africa,2,2012,2012,1,NA,-34.02,23.9
